MAC,Vendor,Country
A8-EE-C6,Muuselabs NV/SA,BE
9C-4F-CF,TCT mobile ltd,CN
D8-96-E0,Alibaba Cloud Computing Ltd.,CN
20-78-52,Nokia Solutions and Networks GmbH & Co. KG,DE
F4-17-B8,AirTies Wireless Networks,TR
38-F7-3D,Amazon Technologies Inc.,US
B8-F7-4A,RCNTEC,RU
EC-F4-51,Arcadyan Corporation,TW
58-12-43,AcSiP Technology Corp.,TW
58-C1-7A,Cambium Networks Limited,GB
E0-AA-DB,Nanjing PANENG Technology Development Co._Ltd,CN
C8-DE-C9,Coriant,US
34-2A-F1,Texas Instruments,US
0C-61-11,Anda Technologies SAC,PE
00-22-C4,epro GmbH,DE
0C-15-39,Apple_ Inc.,US
1C-33-0E,PernixData,US
44-D5-A5,AddOn Computer,US
64-51-06,Hewlett Packard,US
00-BE-9E,Fiberhome Telecommunication Technologies Co._LTD,CN
54-C5-7A,Sunnovo International Limited,CN
6C-56-97,Amazon Technologies Inc.,US
F8-7B-20,Cisco Systems_ Inc,US
38-AD-8E,New H3C Technologies Co._ Ltd,CN
34-D0-B8,IEEE Registration Authority,US
EC-FA-F4,SenRa Tech Pvt. Ltd,IN
00-05-FF,SNS Solutions_ Inc.,KR
D8-8F-76,Apple_ Inc.,US
40-9C-28,Apple_ Inc.,US
00-1C-73,Arista Networks,US
2C-8A-72,HTC Corporation,TW
38-01-9F,SHENZHEN FAST TECHNOLOGIES CO._LTD,CN
24-5C-CB,AXIe Consortium_ Inc.,US
60-9B-C8,Hipad Intelligent Technology Co._ Ltd.,CN
40-6A-8E,Hangzhou Puwell OE Tech Ltd.,CN
1C-0F-AF,Lucid Vision Labs,CA
88-B4-A6,Motorola Mobility LLC_ a Lenovo Company,US
F4-49-EF,EMSTONE,KR
54-DF-24,Fiberhome Telecommunication Technologies Co._LTD,CN
AC-1D-DF,IEEE Registration Authority,US
24-B2-09,Avaya Inc,US
FC-65-DE,Amazon Technologies Inc.,US
BC-90-3A,Robert Bosch GmbH,DE
E8-D8-19,AzureWave Technology Inc.,TW
B0-6E-BF,ASUSTek COMPUTER INC.,TW
00-21-28,Oracle Corporation,US
28-CF-08,ESSYS,KR
74-86-0B,Cisco Systems_ Inc,US
18-2D-98,Jinwoo Industrial system,KR
78-2D-7E,TRENDnet_ Inc.,US
74-1A-E0,IEEE Registration Authority,US
58-38-79,RICOH COMPANY_ LTD.,JP
F4-4C-70,Skyworth Digital Technology(Shenzhen) Co._Ltd,CN
78-32-1B,D-Link International,SG
D8-A5-34,Spectronix Corporation,JP
00-A0-96,MITSUMI ELECTRIC CO._LTD.,JP
78-61-7C,MITSUMI ELECTRIC CO._LTD.,JP
EC-51-BC,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
F0-79-E8,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
D0-B1-28,Samsung Electronics Co._Ltd,KR
BC-54-51,Samsung Electronics Co._Ltd,KR
08-66-1F,Palo Alto Networks,US
74-EA-C8,New H3C Technologies Co._ Ltd,CN
B4-D6-4E,Caldero Limited,GB
F8-9D-BB,Tintri,US
D8-A0-1D,Espressif Inc.,CN
90-4E-91,IEEE Registration Authority,US
DC-0C-2D,WEIFANG GOERTEK ELECTRONICS CO._LTD,CN
C4-F3-12,Texas Instruments,US
60-18-03,Daikin Air-conditioning (Shanghai) Co._ Ltd.,CN
8C-FE-B4,VSOONTECH ELECTRONICS CO._ LIMITED,HK
94-0E-6B,HUAWEI TECHNOLOGIES CO._LTD,CN
64-FB-50,RoomReady/Zdi_ Inc.,US
58-B4-2D,YSTen Technology Co._Ltd,CN
34-29-8F,IEEE Registration Authority,US
5C-EA-1D,Hon Hai Precision Ind. Co._Ltd.,CN
18-14-56,Nokia Corporation,FI
78-CA-04,Nokia Corporation,FI
10-4B-46,Mitsubishi Electric Corporation,JP
00-17-C8,KYOCERA Display Corporation,JP
5C-E8-B7,Oraimo Technology Limited,HK
CC-66-B2,Nokia,CA
38-E2-DD,zte corporation,CN
88-5D-FB,zte corporation,CN
68-EC-C5,Intel Corporate,MY
3C-11-B2,Fraunhofer FIT,DE
28-8C-B8,zte corporation,CN
78-BC-1A,Cisco Systems_ Inc,US
00-5C-86,SHENZHEN FAST TECHNOLOGIES CO._LTD,CN
5C-54-6D,HUAWEI TECHNOLOGIES CO._LTD,CN
48-BC-A6,​ASUNG TECHNO CO._Ltd,KR
3C-10-E6,PHAZR Inc.,US
30-05-3F,JTI Co._Ltd.,KR
B0-09-DA,Ring Solutions,US
00-05-4F,Garmin International,US
90-45-06,Tokyo Boeki Medisys Inc.,JP
00-21-A1,Cisco Systems_ Inc,US
E0-48-D3,MOBIWIRE MOBILES (NINGBO) CO._LTD,CN
B8-DB-1C,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
58-E2-8F,Apple_ Inc.,US
78-7B-8A,Apple_ Inc.,US
00-0C-03,HDMI Licensing_ LLC,US
F4-93-9F,Hon Hai Precision Industry Co._ Ltd.,CN
00-07-26,SHENZHEN GONGJIN ELECTRONICS CO._LT,CN
FC-8B-97,SHENZHEN GONGJIN ELECTRONICS CO._LT,CN
28-80-A2,Novatel Wireless Solutions_ Inc.,US
84-A1-D1,Sagemcom Broadband SAS,FR
FC-7F-56,CoSyst Control Systems GmbH,DE
2C-40-53,Samsung Electronics Co._Ltd,KR
0C-8F-FF,HUAWEI TECHNOLOGIES CO._LTD,CN
54-B1-21,HUAWEI TECHNOLOGIES CO._LTD,CN
A8-0C-63,HUAWEI TECHNOLOGIES CO._LTD,CN
5C-C3-07,HUAWEI TECHNOLOGIES CO._LTD,CN
78-8C-4D,Indyme Solutions_ LLC,US
DC-EB-53,Wuhan QianXiao Elecronic Technology CO._LTD,CN
EC-8A-C7,Fiberhome Telecommunication Technologies Co._LTD,CN
88-36-5F,LG Electronics (Mobile Communications),KR
24-B2-DE,Espressif Inc.,CN
F0-EF-D2,TF PAYMENT SERVICE CO._ LTD,JP
00-0E-59,Sagemcom Broadband SAS,FR
78-81-02,Sercomm Corporation.,TW
84-AA-9C,MitraStar Technology Corp.,TW
2C-AB-25,SHENZHEN GONGJIN ELECTRONICS CO._LT,CN
1C-A5-32,SHENZHEN GONGJIN ELECTRONICS CO._LT,CN
00-1F-92,Motorola Solutions Inc.,US
00-25-C4,Ruckus Wireless,US
C0-C5-20,Ruckus Wireless,US
70-DE-F9,FAI WAH INTERNATIONAL (HONG KONG) LIMITED,HK
4C-B0-08,Shenzhen Gwelltimes Technology Co._Ltd,CN
E8-6F-F2,Actiontec Electronics_ Inc,US
00-50-18,AMIT_ Inc.,TW
FC-2F-6B,Everspin Technologies_ Inc.,US
10-1B-54,HUAWEI TECHNOLOGIES CO._LTD,CN
101B54  (base 16)HUAWEI TECHNOLOGIES CO._LTD,,0
7C-BA-CC,IEEE Registration Authority,US
54-02-37,Teltronic AG,CH
E0-10-7F,Ruckus Wireless,US
C4-01-7C,Ruckus Wireless,US
40-42-29,Layer3TV_ Inc,US
F8-1D-90,Solidwintech,KR
B0-EA-BC,ASKEY COMPUTER CORP,TW
94-C6-91,EliteGroup Computer Systems Co._ LTD,TW
3C-F5-91,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
60-21-01,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
7C-EB-7F,Dmet Products Corp.,JP
8C-85-80,Smart Innovation LLC,CN
28-7B-09,zte corporation,CN
A0-6A-44,Vizio_ Inc,US
88-B1-11,Intel Corporate,MY
DC-BE-7A,Zhejiang Nurotron Biotechnology Co.,CN
34-38-B7,HUMAX Co._ Ltd.,KR
78-B2-8D,Beijing Tengling Technology CO.Ltd ,CN
78-45-01,Biamp Systems,US
54-D7-51,Proximus,BE
CC-06-77,Fiberhome Telecommunication Technologies Co._LTD,CN
14-78-0B,Varex Imaging Deutschland AG,DE
00-80-C2,IEEE 802.1 Chair,US
EC-F3-42,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
D4-25-8B,Intel Corporate,MY
04-1B-6D,LG Electronics (Mobile Communications),KR
F4-41-56,Arrikto Inc.,US
98-6C-5C,Jiangxi Gosun Guard Security Co._Ltd,CN
50-FF-20,Keenetic Limited,HK
68-8D-B6,AETEK INC.,TW
00-F8-2C,Cisco Systems_ Inc,US
00-C1-B1,Cisco Systems_ Inc,US
F4-FC-B1,JJ Corp,KR
8C-39-5C,Bit4id Srl,IT
30-9C-23,Micro-Star INTL CO._ LTD.,TW
14-5E-45,Bamboo Systems Group,GB
AC-AF-B9,Samsung Electronics Co._Ltd,KR
18/12/12,Cepton Technologies,US
70-D9-23,vivo Mobile Communication Co._ Ltd.,CN
B8-3A-08,Tenda Technology Co._Ltd.Dongguan branch,CN
50-D3-7F,Yu Fly Mikly Way Science and Technology Co._ Ltd.,CN
B0-3D-96,Vision Valley FZ LLC,AE
F8-94-C2,Intel Corporate,MY
70-D3-79,Cisco Systems_ Inc,US
10/5/01,PEGATRON CORPORATION,TW
D8-C8-E9,Phicomm (Shanghai) Co._ Ltd.,CN
7C-B9-60,Shanghai X-Cheng telecom LTD,CN
28-B4-48,HUAWEI TECHNOLOGIES CO._LTD,CN
70-DB-98,Cisco Systems_ Inc,US
30-D3-86,zte corporation,CN
24-79-2A,Ruckus Wireless,US
A4-9B-F5,Hybridserver Tec GmbH,DE
F4-70-AB,vivo Mobile Communication Co._ Ltd.,CN
2C-5A-0F,Cisco Systems_ Inc,US
2C-31-24,Cisco Systems_ Inc,US
9C-C8-AE,Becton_ Dickinson  and Company,US
B0-35-9F,Intel Corporate,MY
C0-D9-62,ASKEY COMPUTER CORP,TW
F8-0B-CB,Cisco Systems_ Inc,US
08-02-8E,NETGEAR,US
B4-7C-9C,Amazon Technologies Inc.,US
50-3D-A1,Samsung Electronics Co._Ltd,KR
50-32-37,Apple_ Inc.,US
B0-48-1A,Apple_ Inc.,US
B4-9C-DF,Apple_ Inc.,US
48-BF-6B,Apple_ Inc.,US
2C-FA-A2,Alcatel-Lucent Enterprise,US
E8-E7-32,Alcatel-Lucent Enterprise,US
7C-26-64,Sagemcom Broadband SAS,FR
AC-6B-0F,CADENCE DESIGN SYSTEMS INC,US
7C-38-66,Texas Instruments,US
0C-61-CF,Texas Instruments,US
9C-1D-58,Texas Instruments,US
58-82-1D,H. Schomäcker GmbH,DE
D8-A1-05,Syslane_ Co._ Ltd.,KR
3C-05-18,Samsung Electronics Co._Ltd,KR
90-06-28,Samsung Electronics Co._Ltd,KR
9C-84-BF,Apple_ Inc.,US
B4-A9-FE,GHIA Technology (Shenzhen) LTD,CN
F0-97-E5,TAMIO_ INC,TW
4C-1A-3D,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
1C-A0-D3,IEEE Registration Authority,US
9C-FC-D1,Aetheris Technology (Shanghai) Co._ Ltd.,CN
BC-A0-42,SHANGHAI FLYCO ELECTRICAL APPLIANCE CO._LTD,CN
CC-CE-1E,AVM Audiovisuelles Marketing und Computersysteme GmbH,DE
0C-F4-D5,Ruckus Wireless,US
00-11-1B,Targa Systems Div L-3 Communications,CA
68-54-C1,ColorTokens_ Inc.,US
34-6E-9D,Ericsson AB,SE
F4-DC-41,YOUNGZONE CULTURE (SHANGHAI) CORP,CN
00-0F-4F,PCS Systemtechnik GmbH,NZ
6C-75-0D,WiFiSONG,CN
38-05-AC,Piller Group GmbH,DE
BC-3F-8F,HUAWEI TECHNOLOGIES CO._LTD,CN
14-30-04,HUAWEI TECHNOLOGIES CO._LTD,CN
38-AA-3C,SAMSUNG ELECTRO MECHANICS CO._ LTD.,US
50-A4-D0,IEEE Registration Authority,US
80-00-10,AT&T,US
0C-3C-CD,Universal Global Scientific Industrial Co._ Ltd.,TW
14-AB-C5,Intel Corporate,MY
00-24-F1,Shenzhen Fanhai Sanjiang Electronics Co._ Ltd.,CN
A8-0C-CA,Shenzhen Sundray Technologies Company Limited,CN
50-D2-13,CviLux Corporation,TW
00-1E-29,Hypertherm Inc,US
7C-C6-C4,Kolff Computer Supplies b.v.,NL
C4-83-6F,Ciena Corporation,US
50-04-B8,HUAWEI TECHNOLOGIES CO._LTD,CN
00-03-02,Charles Industries_ Ltd.,US
5C-FF-35,Wistron Corporation,TW
78-F2-9E,PEGATRON CORPORATION,TW
64-77-7D,Hitron Technologies. Inc,TW
60-D2-62,Tzukuri Pty Ltd,AU
14-2F-FD,LT SECURITY INC,US
00-D0-B2,Xiotech Corporation,US
9C-50-EE,Cambridge Industries(Group) Co._Ltd.,CN
40-ED-98,IEEE Registration Authority,US
AC-DC-E5,Procter & Gamble Company,US
00-B3-62,Apple_ Inc.,US
E4-E4-AB,Apple_ Inc.,US
54-FA-96,Nokia Solutions and Networks GmbH & Co. KG,DE
60-33-4B,Apple_ Inc.,US
C8-91-F9,Sagemcom Broadband SAS,FR
84-04-D2,Kirale Technologies SL,ES
38-AF-D7,FUJITSU LIMITED,JP
28-99-3A,Arista Networks,US
60-42-7F,SHENZHEN CHUANGWEI-RGB ELECTRONICS CO._LTD,CN
BC-A8-A6,Intel Corporate,MY
74-FF-4C,Skyworth Digital Technology(Shenzhen) Co._Ltd,CN
A0-2C-36,FN-LINK TECHNOLOGY LIMITED,CN
F4-8C-50,Intel Corporate,MY
DC-D2-55,Kinpo Electronics_ Inc.,TW
64-EB-8C,Seiko Epson Corporation,JP
00-13-51,Niles Audio Corporation,US
00-03-20,Xpeed_ Inc.,US
AC-1F-6B,Super Micro Computer_ Inc.,US
50-8A-0F,SHENZHEN FISE TECHNOLOGY HOLDING CO._LTD.,CN
7C-CB-E2,IEEE Registration Authority,US
A8-A5-E2,MSF-Vathauer Antriebstechnik GmbH & Co KG ,DE
C0-28-8D,Logitech_ Inc,US
6C-EC-5A,Hon Hai Precision Ind. CO._Ltd.,CN
44-C3-46,HUAWEI TECHNOLOGIES CO._LTD,CN
30-74-96,HUAWEI TECHNOLOGIES CO._LTD,CN
70-8A-09,HUAWEI TECHNOLOGIES CO._LTD,CN
18/6/75,Dilax Intelcom GmbH,DE
00-0F-C2,Uniwell Corporation,JP
CC-C5-EF,Co-Comm Servicios Telecomunicaciones S.L.,ES
90-02-A9,Zhejiang Dahua Technology Co._ Ltd.,CN
E8-9E-B4,Hon Hai Precision Ind. Co._Ltd.,CN
D4-6A-6A,Hon Hai Precision Ind. Co._Ltd.,CN
98-FD-74,ACT.CO.LTD,KR
E0-50-8B,Zhejiang Dahua Technology Co._ Ltd.,CN
00-00-64,Yokogawa Digital Computer Corporation,JP
D0-F7-3B,Helmut Mauell GmbH Werk Weida,DE
00-0E-58,Sonos_ Inc.,US
0C-49-33,Sichuan Jiuzhou Electronic Technology Co._ Ltd.,CN
9C-1E-95,Actiontec Electronics_ Inc,US
64-DB-43,Motorola (Wuhan) Mobility Technologies Communication Co._ Ltd.,CN
68-AF-13,Futura Mobility,US
68-1A-B2,zte corporation,CN
7C-EB-AE,Ridgeline Instruments,US
00-25-90,Super Micro Computer_ Inc.,US
24-C1-BD,CRRC DALIAN R&D CO._LTD.,CN
00-A2-EE,Cisco Systems_ Inc,US
00-59-DC,Cisco Systems_ Inc,US
C8-D3-FF,Hewlett Packard,US
C4-BE-84,Texas Instruments,US
F4-F5-24,Motorola Mobility LLC_ a Lenovo Company,US
00-0B-2E,Cal-Comp Electronics & Communications Company Ltd.,TW
48-65-EE,IEEE Registration Authority,US
F4-CA-E5,FREEBOX SAS,FR
00-BB-C1,CANON INC.,JP
00-13-A5,General Solutions_ LTD.,US
50-98-F3,Rheem Australia Pty Ltd,AU
50-6B-8D,Nutanix,US
00-38-DF,Cisco Systems_ Inc,US
9C-3D-CF,NETGEAR,US
40-F4-13,Rubezh,RU
90-00-4E,Hon Hai Precision Ind. Co._Ltd.,CN
24-88-94,shenzhen lensun Communication Technology LTD,CN
EC-10-7B,Samsung Electronics Co._Ltd,KR
B0-4B-BF,PT HAN SUNG ELECTORONICS INDONESIA,ID
CC-2D-83,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP._LTD,CN
00-15-FF,Novatel Wireless Solutions_ Inc.,US
D4-6E-0E,TP-LINK TECHNOLOGIES CO._LTD.,CN
88-36-6C,EFM Networks,KR
48-DA-96,Eddy Smart Home Solutions Inc.,CA
F0-74-E4,Thundercomm Technology Co._ Ltd,CN
A0-72-2C,HUMAX Co._ Ltd.,KR
C8-3D-D4,CyberTAN Technology Inc.,TW
E0-B9-4D,SHENZHEN BILIAN ELECTRONIC CO._LTD,CN
38-D5-47,ASUSTek COMPUTER INC.,TW
B4-D1-35,Cloudistics,US
F0-2F-A7,HUAWEI TECHNOLOGIES CO._LTD,CN
18-DE-D7,HUAWEI TECHNOLOGIES CO._LTD,CN
1C-23-2C,Samsung Electronics Co._Ltd,KR
78-88-8A,CDR Sp. z o.o. Sp. k.,PL
FC-D8-48,Apple_ Inc.,US
E0-0D-B9,Cree_ Inc.,US
FC-83-C6,N-Radio Technologies Co._ Ltd.,CN
DC-0D-30,Shenzhen Feasycom Technology Co._ Ltd.,CN
F0-AC-D7,IEEE Registration Authority,US
00-21-D2,Samsung Electronics Co._Ltd,KR
00-21-D1,Samsung Electronics Co._Ltd,KR
00-1F-CC,Samsung Electronics Co._Ltd,KR
A4-29-83,Boeing Defence Australia,AU
EC-88-92,Motorola Mobility LLC_ a Lenovo Company,US
94-95-A0,Google_ Inc.,US
00-A6-CA,Cisco Systems_ Inc,US
D8-45-2B,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
E4-18-6B,Zyxel Communications Corporation,TW
D4-1D-71,Palo Alto Networks,US
00-87-31,Cisco Systems_ Inc,US
88-DE-A9,Roku_ Inc.,US
00-4A-77,zte corporation,CN
60-A1-0A,Samsung Electronics Co._Ltd,KR
8C-71-F8,Samsung Electronics Co._Ltd,KR
CC-05-1B,Samsung Electronics Co._Ltd,KR
8C-77-12,Samsung Electronics Co._Ltd,KR
94-63-D1,Samsung Electronics Co._Ltd,KR
1C-9D-3E,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
74-87-A9,OCT Technology Co._ Ltd.,TW
2C-3F-0B,Cisco Meraki,US
50-3F-98,CMITECH,KR
5C-49-7D,Samsung Electronics Co._Ltd,KR
98-23-4E,Micromedia AG,CH
78-20-79,ID Tech,US
78-D6-F0,SAMSUNG ELECTRO MECHANICS CO._ LTD.,KR
78-25-AD,Samsung Electronics Co._Ltd,KR
EC-E0-9B,Samsung Electronics Co._Ltd,KR
00-16-32,Samsung Electronics Co._Ltd,KR
0C-60-76,Hon Hai Precision Ind. Co._Ltd.,CN
0C-EE-E6,Hon Hai Precision Ind. Co._Ltd.,CN
E4-D5-3D,Hon Hai Precision Ind. Co._Ltd.,CN
C0-14-3D,Hon Hai Precision Ind. Co._Ltd.,CN
C0-18-85,Hon Hai Precision Ind. Co._Ltd.,CN
58-94-CF,Vertex Standard LMR_ Inc.,JP
20-F8-5E,Delta Electronics,TW
E4-E0-C5,Samsung Electronics Co._Ltd,KR
20-D5-BF,Samsung Electronics Co._Ltd,KR
00-23-E4,IPnect co. ltd.,KR
70-D4-F2,RIM,CA
00-16-DB,Samsung Electronics Co._Ltd,KR
00-1E-E2,Samsung Electronics Co._Ltd,KR
C0-BD-D1,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
B4-79-A7,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
7C-11-CB,HUAWEI TECHNOLOGIES CO._LTD,CN
1C-25-E1,China Mobile IOT Company Limited,CN
C0-F6-36,Hangzhou Kuaiyue Technologies_ Ltd.,CN
BC-20-A4,Samsung Electronics Co._Ltd,KR
08-D4-2B,Samsung Electronics Co._Ltd,KR
78-9E-D0,Samsung Electronics Co._Ltd,KR
B0-C4-E7,Samsung Electronics Co._Ltd,KR
C8-14-79,Samsung Electronics Co._Ltd,KR
00-24-90,Samsung Electronics Co._Ltd,KR
00-23-D7,Samsung Electronics Co._Ltd,KR
54-9B-12,Samsung Electronics Co._Ltd,KR
FC-A1-3E,Samsung Electronics Co._Ltd,KR
A0-07-98,Samsung Electronics Co._Ltd,KR
00-1A-22,eQ-3 Entwicklung GmbH,DE
1C-AF-05,Samsung Electronics Co._Ltd,KR
24-C6-96,Samsung Electronics Co._Ltd,KR
94-D7-71,Samsung Electronics Co._Ltd,KR
E8-4E-84,Samsung Electronics Co._Ltd,KR
B0-DF-3A,Samsung Electronics Co._Ltd,KR
80-57-19,Samsung Electronics Co._Ltd,KR
34-BE-00,Samsung Electronics Co._Ltd,KR
78-52-1A,Samsung Electronics Co._Ltd,KR
00-1F-CD,Samsung Electronics Co._Ltd,KR
38-EC-E4,Samsung Electronics Co._Ltd,KR
94-51-03,Samsung Electronics Co._Ltd,KR
5C-E8-EB,Samsung Electronics Co._Ltd,KR
24-0D-C2,TCT mobile ltd,CN
04-FE-A1,Fihonest communication co._Ltd,CN
EC-8C-A2,Ruckus Wireless,US
EC-8E-AE,Nagravision SA,CH
E0-E7-BB,Nureva_ Inc.,CA
54-6C-0E,Texas Instruments,US
A0-43-DB,Sitael S.p.A.,IT
20-BB-C6,Jabil Circuit Hungary Ltd.,HU
00-B0-B3,XSTREAMIS PLC,GB
00-23-63,Zhuhai Raysharp Technology Co._Ltd,CN
00-90-58,Ultra Electronics Command & Control Systems,GB
00-1C-FD,Universal Electronics_ Inc.,US
00-10-87,XSTREAMIS PLC,US
AC-48-2D,Ralinwi Nanjing Electronic Technology Co._ Ltd.,CN
B8-00-18,Htel,KR
74-72-B0,Guangzhou Shiyuan Electronics Co._ Ltd. ,CN
DC-1A-01,Ecoliv Technology ( Shenzhen ) Ltd.,CN
08-00-87,Xyplex_ Inc.,US
00-54-9F,Avaya Inc,US
04-9F-CA,HUAWEI TECHNOLOGIES CO._LTD,CN
50-01-6B,HUAWEI TECHNOLOGIES CO._LTD,CN
00-00-1B,Novell_ Inc.,US
00-04-DC,Nortel Networks,CA
00-0C-F7,Nortel Networks,CA
00-0F-CD,Nortel Networks,CA
28-24-FF,Wistron Neweb Corporation,TW
38-25-6B,Microsoft Mobile Oy,FI
20-3A-EF,Sivantos GmbH,DE
00-59-79,Networked Energy Services,US
D8-47-10,Sichuan Changhong Electric Ltd.,CN
00-19-72,Plexus (Xiamen) Co._ltd.,CN
4C-B2-1C,Maxphotonics Co._Ltd,CN
20-5E-F7,Samsung Electronics Co._Ltd,KR
14-1F-78,Samsung Electronics Co._Ltd,KR
00-23-47,ProCurve Networking by HP,SG
00-24-A8,ProCurve Networking by HP,SG
C0-91-34,ProCurve Networking by HP,SG
00-1C-EF,Primax Electronics Ltd.,TW
00-02-76,Primax Electronics Ltd.,TW
A8-AD-3D,Alcatel-Lucent Shanghai Bell Co._ Ltd,CN
24-AF-4A,Alcatel-Lucent IPD,US
7C-20-64,Alcatel-Lucent IPD,CA
48-F8-E1,Nokia,CA
8C-90-D3,Nokia,CA
20-7C-8F,Quanta Microsystems_Inc.,TW
00-0B-34,ShangHai Broadband Technologies CO.LTD,CN
30-92-F6,SHANGHAI SUNMON COMMUNICATION TECHNOGY CO._LTD,CN
00-1B-BA,Nortel Networks,CA
00-19-69,Nortel Networks,CA
00-18-B0,Nortel Networks,CA
00-16-CA,Nortel Networks,CA
00-14-78,TP-LINK TECHNOLOGIES CO._LTD.,CN
00-14-0E,Nortel Networks,CA
00-1E-1F,Nortel Networks,CA
C4-4B-D1,Wallys Communications  Teachnologies Co._Ltd.,CN
6C-B9-C5,Delta Networks_ Inc.,TW
00-28-F8,Intel Corporate,MY
58-BC-8F,Cognitive Systems Corp.,CA
D4-55-BE,SHENZHEN FAST TECHNOLOGIES CO._LTD,CN
B8-BB-23,Guangdong Nufront CSC Co._ Ltd,CN
34-EA-34,HangZhou Gubei Electronics Technology Co._Ltd,CN
EC-26-FB,TECC CO._LTD.,KR
44-DC-91,PLANEX COMMUNICATIONS INC.,JP
E0-9D-B8,PLANEX COMMUNICATIONS INC.,US
00-0F-59,Phonak AG,CH
74-B5-7E,zte corporation,CN
00-20-F4,SPECTRIX CORPORATION,US
04-EE-91,x-fabric GmbH,DE
C4-9A-02,LG Electronics (Mobile Communications),KR
54-D2-72,Nuki Home Solutions GmbH,AT
B4-74-43,Samsung Electronics Co._Ltd,KR
30-76-6F,LG Electronics (Mobile Communications),KR
A8-92-2C,LG Electronics (Mobile Communications),KR
F8-0C-F3,LG Electronics (Mobile Communications),KR
00-1F-6B,LG Electronics (Mobile Communications),KR
00-26-E2,LG Electronics (Mobile Communications),KR
E8-88-6C,Shenzhen SC Technologies Co._LTD,CN
DC-35-F1,Positivo Tecnologia S.A.,BR
00-24-FF,QLogic Corporation,US
00-1E-21,Qisda Corporation,TW
00-03-9D,Qisda Corporation,TW
00-08-0D,Toshiba,JP
00-0E-7B,Toshiba,JP
E8-E0-B7,Toshiba,JP
00-03-B2,Radware,IL
00-A0-C6,Qualcomm Inc.,US
64-9C-81,Qualcomm Inc.,US
00-21-86,Universal Global Scientific Industrial Co._ Ltd.,TW
18-39-19,Unicoi Systems,US
00-C0-E4,SIEMENS BUILDING,US
00-0D-10,Embedtronics Oy,FI
FC-F6-47,Fiberhome Telecommunication Technologies Co._LTD,CN
18-68-6A,zte corporation,CN
DC-44-27,IEEE Registration Authority,US
00-1A-6A,Tranzas_ Inc.,JP
BC-34-00,IEEE Registration Authority,US
A4-71-74,HUAWEI TECHNOLOGIES CO._LTD,CN
F4-CB-52,HUAWEI TECHNOLOGIES CO._LTD,CN
B8-08-D7,HUAWEI TECHNOLOGIES CO._LTD,CN
94-61-1E,Wata Electronics Co._Ltd. ,CN
A0-20-A6,Espressif Inc.,CN
58-52-8A,Mitsubishi Electric Corporation,JP
68-07-15,Intel Corporate,MY
3C-B6-B7,vivo Mobile Communication Co._ Ltd.,CN
00-1F-A8,Smart Energy Instruments Inc.,CA
00-0F-DB,Westell Technologies Inc.,US
78-44-76,Zioncom Electronics (Shenzhen) Ltd.,CN
00-11-65,ZNYX Networks_ Inc.,US
3C-07-71,Sony Corporation,JP
80-41-4E,BBK EDUCATIONAL ELECTRONICS CORP._LTD.,CN
24-94-42,OPEN ROAD SOLUTIONS _ INC.,TW
C4-64-13,Cisco Systems_ Inc,US
00-10-CA,Telco Systems_ Inc. ,US
00-E0-9E,Quantum Corporation,US
00-0A-08,Alps Alpine,JP
20-6A-8A,Wistron Infocomm (Zhongshan) Corporation,CN
00-0A-68,Solarflare Communications Inc.,US
00-1E-C0,Microchip Technology Inc.,US
C4-F1-D1,BEIJING SOGOU TECHNOLOGY DEVELOPMENT CO._ LTD.,CN
38-BC-1A,MEIZU Technology Co._ Ltd.,CN
EC-D6-8A,Shenzhen JMicron Intelligent Technology Developmen,CN
50-52-D2,Hangzhou Telin Technologies Co._ Limited,CN
90-EE-D9,UNIVERSAL DE DESARROLLOS ELECTRÓNICOS_ SA,ES
7C-57-4E,COBI GmbH,DE
04-56-04,Gionee Communication Equipment Co._Ltd.,CN
C8-AF-E3,Hefei Radio Communication Technology Co._ Ltd ,CN
94-59-07,Shanghai HITE-BELDEN Network Technology Co._ Ltd.,CN
00-18-48,Vecima Networks Inc.,CA
00-16-FB,SHENZHEN MTC CO LTD,CN
74-CC-39,Fiberhome Telecommunication Technologies Co._LTD,CN
34-0A-FF,Qingdao Hisense Communications Co._Ltd.,CN
58-7E-61,Qingdao Hisense Communications Co._Ltd.,CN
C0-A1-A2,MarqMetrix,US
08-D0-B7,Qingdao Hisense Communications Co._Ltd.,CN
00-FE-C8,Cisco Systems_ Inc,US
00-25-3E,Sensus Metering Systems,US
60-64-53,AOD Co._Ltd.,CN
6C-98-EB,Riverbed Technology_ Inc.,US
00-9E-1E,Cisco Systems_ Inc,US
